WalletAddress,Points,Rank,Reward,TradeCount,TradeVolume,CCCount
0x425Ee6078A418Fa5c6D9BdC7C5C87414347Db90B,30.1801375,22,108.648495,242,128323.23,7
0x3E8aD2710f8e424dBae5D5f8eFCF872ABdC88d9b,28.61195,23,103.00302,24,94447.8,5
0xF59E842208fF1ec8b9144724329D61228B37D70c,27,24,97.2,0,0,27
0x70489F0082F0A251Da8535E6d92ECb48Ac3406f1,24.6742125,25,88.827165,12,30805.51,23
0xefC662Fe5c73E58BdDfD97015a21726D6423b088,15.2312875,26,54.832635,68,11917.78,0
0xACf082C16a22DE1fCce88315E77ae889D803Ef88,15.0939,27,54.33804,4,9635.26,0
0xC784202ED3c2aFF2B1303C1C76A9016aB7A7759B,15.0485875,28,54.174915,83,12038.87,0
0x2898BB0c981bF1741Bfa96fc024dAA213707EeC9,14.933575,29,53.76087,90,10787.96,0
0xf0e4a991dEab925068AA17cdC86eaA8fC0c665a8,14.5878375,30,52.516215,18,33881.08,4
0xd0d619D97741E4dcaB2E6D72668F4d4a8d3eB3B6,12.99853,31,46.794708,10,2608.56,9
0x45BE976d0B45D650e0ce48464BC40BEe7387097a,12.604575,32,45.37647,1951,10068.64,0
0xAf430a0497cf402EB758637746B836072857BC07,12.1451625,33,43.722585,11,9664.67,0
0x7623F0ea9209c2336619B69B19b55e355D0c81C2,11.42217875,34,41.1198435,0,0,0
0x6c84fB26344adB5eA68878811171Ba8aBD32Ee11,11.2825825,35,40.617297,2,3787.56,9
0x46b6F87DeBD8f7607d00Df47C31D2dC6D9999999,11.0867375,36,39.912255,16,8693.9,10
0x1d22e81d10C39a316402107488b9C709eC80B449,10.1010375,37,36.363735,110,8080.83,0
0x231304b170c55C74e0A79bB6bf397aDB3A9DA373,9.425295,38,33.931062,7,6854.76,0
0x50963b8E0CA5518bb7A315e66C37595321fE7598,8.80744375,39,31.7067975,57,9564.1,5
0xf8fBae40504C7AEEE95a357a18f537FA05868e26,7.9442625,40,28.599345,31,11777.05,5
0xEa9383474563435e3067864BEE96a1E3e850CC9C,7.7120175,41,27.763263,4,61.18,7
0xd9930bf667Dcf7029552711179552d3e3F0C683f,7.5341,42,27.12276,15,6027.28,0
0x268f0AE5D52D4E79520805e4F8a943f9e1a6E9f2,6.8295625,43,24.586425,29,4663.65,1
0x6e418b8270e002BCC6dAF9B805dA3870cD09AaF8,6.203275,44,22.33179,14,919.86,6
0xF8ecC886fD5e31CdAABd19b207Bb4d6e6F85379e,5.820525,45,20.95389,17,6112.84,2
0x01350b2CE80eA6733Ab4F606d315591406F9b399,5.7774625,46,20.798865,8,4621.46,0
0xcB95258453EA622E654862dC8b9c86b633e5c201,4.9599,47,17.85564,27,3621.6,3
0x5f0b21b8512d64Eb6FEae63eFeC486a3931d2B0a,4.6451875,48,16.722675,60,2857.66,1
0x86A02EC718964a692442Bbd5e2390A0704E6802D,4.002545,49,14.409162,33,1666.06,1
0xF878692A25FeE10B40aaA2A9Dee8aB009C21dbC3,4,50,14.4,0,0,4
0x56C834ba4761B471D91AEA7184F91C72b4cd9533,4,50,14.4,0,0,4
0x0000000000000000000000000000000000000000,4,50,14.4,0,0,3
0xA9e454B38fDed9C96eC8cdD36Af950c17b0e6B46,4,50,14.4,0,0,3
0x804e05e751600177ef10A45CE4EE952963Bc19f2,4,50,14.4,0,0,3
0x97364D4A4321c5d0a971337d1ACeb95C0ea67C0E,3.8853,55,13.98708,23,3108.24,0
0x2d8184D3B26a8c01c058CF2CaA09BbF34519ca54,3.808775,56,13.71159,41,2247.02,1
0x813f447993E48144fb17399076499C633aF6B371,3.77832125,57,13.6019565,580,1043.61,3
0xC76f393bD305e3E336BB0E768592676Ae23aD608,3.762325,58,13.54437,21,2819.72,2
0xFc769AD1D77c85eB210173F3AA2B1e06B5b2ced2,3.7509375,59,13.503375,23,3000.75,0
0xAb546747D0347A7D7Dc10944Cb98B89C6cd7a7dB,3.68095,60,13.25142,39,2144.76,1
0xaB8efC2CD6ABD748FfF6EF6F52B66a2A36D59F0F,3.5865375,61,12.911535,25,2538.46,2
0xb8dFc637f13a27d980d5B1317c9BB7755Acb3e6a,3.1757375,62,11.432655,2,1881.18,2
0x56E345EA5d53e03c024f3903D4D8CbD94049A23C,3.0426875,63,10.953675,30,1634.15,1
0x20287B5a7268394eE79ABefE2fC43016B80D146e,3,64,10.8,0,0,2
0x05A6605275474a4916F285fbAd611422F9F16757,3,64,10.8,0,0,0
0x181503D93bA51F68117288bE488caaC559332264,3,64,10.8,0,0,2
0x89768a227b0Ce549085bb18f564d4593F426D28b,3,64,10.8,0,0,2
0x41F77DA1e36eaE3D0e94277E9De59b481191Ff77,3,64,10.8,0,0,2
0xe347e70401104D21E6337dea8254187212fc52d6,3,64,10.8,0,0,0
0x4Bc9682Ce7d29C6fc898B37f3237E4D2EaEe6093,3,64,10.8,0,0,3
0xA53AA3A141E7aDd8582230E2a605908CE3765EaF,3,64,10.8,0,0,2
0x129855F36E4c09598133258ccac3708fE18227E3,3,64,10.8,0,0,2
0x4FBcA1A734e4335074Fb7D51839b2Ea81105c644,3,64,10.8,0,0,2
0x20c5536F8DeDf985186612cF71bB467D0C8C6706,3,64,10.8,0,0,2
0xc1D0E5E21592a82f031d907d370662f90eD02FAB,3,64,10.8,0,0,2
0xBe37B8dE78c1d29E741bB918e69751Ceb453AE4f,3,64,10.8,0,0,3
0x02170eA3eB8b2CA6fc78AAc2a8cf0ef850979755,3,64,10.8,0,0,2
0x228B245d5918521F1Cb412fF8Fe2FEBb2052D865,3,64,10.8,0,0,2
0x1A8823F574Fc3532d5Ec6e946a55Ac8Ebe342B64,3,64,10.8,0,0,2
0x0BA54630A47AB3fd38e99d9746F7370c4fa53c21,3,64,10.8,0,0,2
0x374fEB1050EE9F84d03BE7B189A00c911fD65e2a,3,64,10.8,0,0,0
0x832e2e4810EFA3Bd47cb83eef2F10437c7cAd167,3,64,10.8,0,0,2
0x24c8a353dCB22792167d7546F477E7CBcb379C7a,2.9823375,83,10.736415,14,2385.87,0
0x248e47F013C53BDb91AD531A40Fe53e513A51Ab4,2.938425,84,10.57833,23,2350.74,0
0xAC3d733e66AEB39B75C601fb89564a3C31bF7d83,2.9210375,85,10.515735,5,1473.66,2
0x0150CF5FFCF990c483477Dc083D926B16991C9e6,2.8557125,86,10.280565,14,2284.57,0
0x3e10164b332595C7bBBC3FE0b03836dc34E33881,2.7518975,87,9.906831,12,2001.38,0
0xA7551d664Ae5578e4B6090bEeEBd4B4e7E5D1a56,2.7382625,88,9.857745,3,1390.61,1
0x01abBDa32a5d8345B3735ca3f37896EEcC15D84c,2.661025,89,9.57969,12,2128.82,0
0x8B94a9828912E25Bf3895a71A77d38c1231ce8CA,2.645075,90,9.52227,14,2116.06,0
0xA7E9d9507F26BD9099AeFb90da7738Ac041eD23A,2.62165,91,9.43794,24,2097.32,0
0x5aF3b6c7b441DFFC78De84b09475Ac0B08B843aE,2.55095,92,9.18342,13,2040.76,0
0x2254C89cbc9c5AB9847A5d508e7603828DB6E0F1,2.53745,93,9.13482,30,1229.96,1
0x99a44a836308Ea07313753EDE987F43C704958bc,2.52555,94,9.09198,14,2020.44,0
0x6E6c309bc66fbad50F92EEef9d07D923622937B3,2.434775,95,8.76519,21,1913.18,0
0x66B83926564038577A9B354D9f270Ae3d64FD83D,2.3567,96,8.48412,4,285.36,1
0xd5Dc52cc425CE9B3CEB0E24a1a038446a8BC46C4,2.1699375,97,7.811775,3,1735.95,0
0xC641FB18B0cE027Ce5965eB1c3E096f444A7f117,2.157575,98,7.76727,1,252.12,2
0x998c1aeeD150eC0821E07549cC2e6bcD945fbF77,2.116225,99,7.61841,7,892.98,1
0xB829F326E5854F238Bb53a0C10B6721CD579861A,2.111225,100,7.60041,21,1623.97,0
0x71Af6DE0515f2eA2aA4F55d5d662631fa7F4adf0,2.0594875,101,7.414155,2,95.18,2
0x6b5aEC14bf98bFfB6Cc779fBf11356c9dEbd26af,2.0496375,102,7.378695,2,79.42,2
0x32213AE6e0A400058A97345B18EDd94937D2B804,2.0345375,103,7.324335,14,1627.63,0
0x8d636263dace1DAbA04b58d100E37Aa616d1EE35,2,104,7.2,0,0,2
0x39f36caabe5Fd86C104F9F4578495fC69E1B0436,2,104,7.2,0,0,2
0x44E649dE0148147dc83e70F8b55399D4ADe64b7F,2,104,7.2,0,0,2
0x50607877754473B67e2a37413bc4baEc8632eE28,2,104,7.2,0,0,2
0x451338f6A24f667C132a2E038E14f22f0037c30C,2,104,7.2,0,0,2
0x8d26eB02d403cCd2b15b9A75a624605753D36481,2,104,7.2,0,0,2
0xfe032051a0fdf47Ad486296c2eAF83EF223a6aBD,2,104,7.2,0,0,2
0x16Bc247769af6d4afF5fC8fa634b04aFB5aF27d0,2,104,7.2,0,0,2
0xE7cE1Fe205418cD02940F5BF31dBF5876e3e4625,2,104,7.2,0,0,2
0x0bB902fC9e168343a19d622E79cE033452e64Dd8,2,104,7.2,0,0,2
0xC6d02BA4f6C0022f534d464eF80B54c2468C9ef9,2,104,7.2,0,0,2
0x18De63606cd7D32f8C17A55AA70c56C5a0bf72FF,2,104,7.2,0,0,2
0xF0e6aE2E24b5C484CFed4E123d5b0BfeC81aacc8,2,104,7.2,0,0,2
0xD7f266fe6eda90F762430f8F256259626370a2DC,2,104,7.2,0,0,2
0x14c041af381Fbc8874AA11cc02f7952A0056B474,2,104,7.2,0,0,2
0x23E22EEbf39C7a517AB8A43a25213C4022193dc9,2,104,7.2,0,0,2
0x40AB9020b16E11e8D075db7c299844c440355921,2,104,7.2,0,0,2
0x99b223A3ccb5b9FabbE34C75B6E38aC35A0Ef452,2,104,7.2,0,0,2
0x552ab8EF209085E9B29D033A8e1EEdfD0ded8961,2,104,7.2,0,0,2
0x9C423320b31a6127a25Db8335C0c6E1403e92091,2,104,7.2,0,0,2
0xdd248b0835915a137949344e72D5dA544A561494,2,104,7.2,0,0,2
0x68EefBE304592Db94d4Db645aEfCCAFd1DE2D917,2,104,7.2,0,0,2
0x83D7614ccf3cfc56b0B01ac7327f4a531fA5Fae9,1.97155,126,7.09758,10,777.24,1
0x761F68e5b50e1cc6771234c0E3a3ED4a9E78037E,1.9457625,127,7.004745,23,756.61,1
0x4BD3fD6F3d3cEA79869AFaeBf9257FE5c56b42bb,1.9196375,128,6.910695,20,1535.71,0
0xB6708454F3a53b28979EC4B6cFbAF810BE733e21,1.7431425,129,6.275313,1,467.74,1
0x77fFBa4230C33eE51b6724D2A946BcFD7Ab7b4bA,1.6788,130,6.04368,18,1343.04,0
0x313a5dc778c5Dd9bCbc2C79dD601187Aa784c143,1.6654375,131,5.995575,10,532.35,1
0xA57E8ac2810ce8505643aFF880B72Ce58dC34D7C,1.6486875,132,5.935275,2314,1349.33,0
0x93729bdAb82F8d294B4dBD1717144636476E0b18,1.6468625,133,5.928705,8,1204.09,0
0x078CD2d20640Ef53421EC750793e4b8E3deBEd7b,1.6346625,134,5.884785,2295,1352.86,0
0xea34C5F143423b03251A16eDF72c75BE875845E5,1.57865,135,5.68314,2,462.92,1
0xf81Be768F587DA3C0c9f1FD9EB583e6c6Ad3B252,1.5412925,136,5.548653,30,1120.94,0
0x320d8653eB726fda53fc350AeC6364b25d3dF67e,1.5340125,137,5.522445,30,427.21,1
0xF08c486D571CC6e843eb2FBc8d51D1879f09792e,1.4352375,138,5.166855,1,348.19,1
0x51E26b149EeCabC464529deE4a6a27b5E9a04023,1.423475,139,5.12451,2012,1157.14,0
0x54f14503a75A6e242aD6DA99CfE6B59b38f0C3E3,1.42235,140,5.12046,1,337.88,1
0x9871937F94612E2C50760F5Fce91302E1Ac41168,1.3901875,141,5.004675,4,312.15,1
0xc3C9f3A3F0a7A28179b8AAf23d0590Ea317d6bad,1.3767,142,4.95612,20,1101.36,0
0xFee223B65A536405Fa1602Ba7AB85fbb97DbF564,1.3646625,143,4.912785,19,1091.73,0
0x317a2368701fD157373c2748237dB40E2a300cF0,1.362925,144,4.90653,18,1090.34,0
0xC535850DeD52e76B20df2DF7fb8D22DEa9a24125,1.3360875,145,4.809915,21,1013.51,0
0x1D50f474e9e6429C1291a482c3E5290eFD204500,1.3087625,146,4.711545,12,247.01,1
0xF6F5c8856138cE4C76798B2f4101fDeA95Bd90Dd,1.306525,147,4.70349,22,988.59,0
0x09470e8C33Cf064045A27D3e06a790D0dd5AC335,1.2942,148,4.65912,7,235.36,1
0x16DdA9974879EB7436948a93514D76d18F4aDE59,1.2714,149,4.57704,6,217.12,1
0x2B2DcD24D241c24078df3DF8dcb8dc4846c721dc,1.256575,150,4.52367,22,953.26,0
0x2C03851f04D21397308bd87ed364D0865508130c,1.2434275,151,4.476339,16,47.74,1
0x86Dc1A692bD9f25a791f4e3B34D28DaeCE9f7902,1.20715,152,4.34574,5,165.72,1
0x92425D016733d17ba8939A0e4F4d45b3cB02A693,1.1883,153,4.27788,17,889.35,0
0xBf990f3A22384E74a68f07E9A030c48bb0c49Cc7,1.1882875,154,4.277835,9,950.63,0
0x6a5d6E15C2100678321E9Ffc0Af097009d158C9E,1.17985,155,4.24746,29,905.31,0
0x8070FA2D43288a5f7c66daf64B1e39489398fD6f,1.1767625,156,4.236345,2,141.41,1
0x75A243F6131c899cf5987caABDf01D9597C75319,1.16905,157,4.20858,22,885.09,0
0x328dbf4C6cFBa226edD3Fb1191113faD5b26207D,1.16745,158,4.20282,1,133.96,1
0xA115a49B34242c90ef7c070e112A41C28973A7CE,1.1651,159,4.19436,2,132.08,1
0x2E68c49Bb697e1b563AE0Ee285a32f2B20969E53,1.1616875,160,4.182075,1,129.35,1
0x642116ad0d792dBC7a008415b8cf45BD0b142CF4,1.154875,161,4.15755,1,123.9,1
0x3AD3efe2B52E77a9017b11DC2AD9E64A6E113010,1.1431875,162,4.115475,6,914.55,0
0xa9e6CA9B213C5b12F7Ac514B9111A4695894d90c,1.1325125,163,4.077045,1,106.01,1
0xeaCDd3D4d713e8FeEF1C6804F49D42d7A2013D26,1.128875,164,4.06395,1,103.1,1
0xC506505EDa2d2776D2920638D9A1b729523a97EB,1.118375,165,4.02615,33,894.7,0
0x4BC92BE0430bfe1361787f093997A293A24edc2c,1.1053125,166,3.979125,18,850.76,0
0xb221E73f3ebc2B0638a92D400F6364ec5C758316,1.1,167,3.96,0,0,1
0xA52071213De26d2c078AF92911e75E03c32738C0,1.0921875,168,3.931875,1,73.75,1
0xB676bde0D54949d6312C3AF796b3834D97052764,1.0916,169,3.92976,19,823.82,0
0x40043921f0Ff70b931e0bf003342DAFA76d2C190,1.0860375,170,3.909735,17,868.83,0
0x3Ea38981E6c6fe6a788ef6bcfA2282C5ABE5F516,1.08575,171,3.9087,26,840.78,0
0x3121e0364C34eB579D71A1968253B4FF9fE641dd,1.08045,172,3.88962,1,64.36,1
0x88Ee5A0b7c9330d017dF47D64964708d7C550b89,1.059175,173,3.81303,24,820.66,0
0xf158570f40B44da9D036e348c633c15477626B4e,1.0565375,174,3.803535,28,817.28,0
0x895698556C1431BD6d617F39642B644FD11087F3,1.05065,175,3.78234,26,813.13,0
0x44Aa722E057Befb493E2E309dd5d2A35f420D394,1.039275,176,3.74139,1,31.42,1
0xc3476Dc0553e6c9240De3F8831D94eDc6c9AFf63,1.0321375,177,3.715695,4,25.71,1
0xc1d8d7Cc4DCe471061ECc68dBB1dFaA830857637,1.022175,178,3.67983,2,545.16,0
0x19Af0f782f4883838B5499473E518998078B930b,1.01755,179,3.66318,1,14.04,1
0x3C4A794213C2f300eB79383693DBf0429C680360,1.0137625,180,3.649545,1,11.01,1
0x480a93A4b3285C5fAbCa2765a02ea4bfb875FC2C,1.01125,181,3.6405,1,9,1
0x567F4f8EBc2cF74F4AEc1F1ddf4f52F05b62D58B,1.011175,182,3.64023,21,774.58,0
0xB47f02623070F5Ace38B5d51D08cD00A85831540,1.0097375,183,3.635055,9,7.79,1
0xA3C50265D05696a645091301eAD295ceb876E2b8,1.0055125,184,3.619845,1,4.41,1
0xa10AAD15ad20cE169941fCc44D898557A2d767A8,1.0032125,185,3.611565,32,775.08,0
0x18A7ba5D6098119023644093224F6f65d8b0251E,1,186,3.6,0,0,1
0x18C9CA0EeB6356bE930eBd9b84Be0A8E3242710e,1,186,3.6,0,0,1
0x18E3Feb195865EaF0aDbe40FA0DdefD24650B8DE,1,186,3.6,0,0,1
0x18EB7bB89754e1737729B6daD84Baf4D35841fB2,1,186,3.6,0,0,1
0x18d5AE8EB7E3BA736622e6a94B0d0bEdffA8402d,1,186,3.6,0,0,1
0x1903840F2564B63067937a0e7d9938E956684709,1,186,3.6,0,0,1
0x19188eb943F591449c2922be0896491d256330fB,1,186,3.6,0,0,1
0x195cb045c4165e4AC78d1F63FaB5Fa7DF3743883,1,186,3.6,0,0,1
0x1963c675Bb876Cc169bAC24dC127DA4884D0b7fa,1,186,3.6,0,0,1
0x1972Bb40e7D914959e851d03f99bc93CBE6b3F46,1,186,3.6,0,0,1
0x1996033420FFa376E7A903dA2605576Dcf6feFda,1,186,3.6,0,0,1
0x19F1c90db92Ad54C5576C5780597ccd6991DD5D3,1,186,3.6,0,0,1
0x19e9eeAdbdc1206Ea51ED8ad928518ea6Dc8E5CC,1,186,3.6,0,0,1
0x1A5457518DF94e83510401Be9Ceb554d3bcf7124,1,186,3.6,0,0,1
0x1A566a7E218B4Df7520f1Ad8f8ba9305bFBA68D7,1,186,3.6,0,0,1
0x1A75be058F171536b6ebe90459b19Ff8b8c00d24,1,186,3.6,0,0,1
0x1A90Cb6D8BA42F7E46992583411721cA9b767a29,1,186,3.6,0,0,1
0x1A94151D6305244084AF32FbbE3ea188Abaf8ADf,1,186,3.6,0,0,1
0x1Ad4e8EdFA502e24b0567c7861B52C843FE0E549,1,186,3.6,0,0,1
0x1AfBf2F24C5c671CB320b89bb99eFA4B90772796,1,186,3.6,0,0,1
0x1B060162eef5719657aFA7175743b2C477D50718,1,186,3.6,0,0,1
0x1B1fe2CA6dedc1037b6336DB78a670e3097AB580,1,186,3.6,0,0,1
0x1B4Ed57F7663a73D0339BCBFe73b7c91FE415B03,1,186,3.6,0,0,1
0x1B78E8B154878036EDAED486F73Cbf5eE0d27D37,1,186,3.6,0,0,1
0x1BC0500B3Fe4dfa233e5f38903F04C3A95a3232c,1,186,3.6,0,0,1
0x1BFD05543f8Dff6a2Cd6B64AD9EB5edf61E31E87,1,186,3.6,0,0,1
0x1BFa83942605aB50EB2fcA64B46DCa31b9f93bC4,1,186,3.6,0,0,1
0x1Bb5116945Db517BE37577DCF55Dfaf20E5A21a8,1,186,3.6,0,0,1
0x1Bd9ddBd97272267E99c4804A263b6fe05680EeD,1,186,3.6,0,0,1
0x1Be4d53b3c59943FB1ee5b56C38d357AD4804FAf,1,186,3.6,0,0,1
0x1C0AF732026F3512Fe0e69697f69Ac9aEA361f81,1,186,3.6,0,0,1
0x1C1b586D81Cd109CcEe5919B139E424d23B5385D,1,186,3.6,0,0,1
0x1C3B8Fc8231c3d87D91bcD97461e83f8C91a918c,1,186,3.6,0,0,1
0x1C8590EfD2C902092c1103BDffa9768165468D6a,1,186,3.6,0,0,1
0x1CF209F1698153062e5d35788583060AedD381c7,1,186,3.6,0,0,1
0x1Cce3E7B58a255425BC2BB6Ff3d1c81c676a4D4C,1,186,3.6,0,0,1
0x1Ce6f844c4fb119fCAe1502e25b139274D7Cad7c,1,186,3.6,0,0,1
0x1Ce761f8114149763Ba31e46e7f1000CcFF8e867,1,186,3.6,0,0,1
0x1CefD9b5E8fc9E9Ae03e7AA35Cc7BEB8C6E04a79,1,186,3.6,0,0,1
0x1D554d9D5b89Da7F0D6B515aE2d76c7Ef6b0177a,1,186,3.6,0,0,1
0x1D5DF088AaEaF28511Bf1e807b2F4e9aC356F446,1,186,3.6,0,0,1
0x1DE495Aa60c70D2d4a4501015200aA96dFCE0f2A,1,186,3.6,0,0,1
0x1E110a263453a241df68D7e4BC38BB7F69f9DC72,1,186,3.6,0,0,1
0x1E114Bb9Bb10a308b1eDAF43dDc9b06371023664,1,186,3.6,0,0,1
0x1E8F077A59d1c5F1843AFEF10Ff2198E09a5906c,1,186,3.6,0,0,1
0x1EBc68465B0E92089F21FC4c4E388D6be210543A,1,186,3.6,0,0,1
0x1ED73A0801a0ee81Ad9f04468C61B35b2bbA1135,1,186,3.6,0,0,1
0x1EaF302B52a0094510D4F4AA1c95223dFaF6E42c,1,186,3.6,0,0,1
0x1EeD1F815174da15b30a13109d63340851aCEc16,1,186,3.6,0,0,1
0x1F609f7AAc606F2Aa2271Ea0B20A38E1a2baa771,1,186,3.6,0,0,1
0x1F71299Cd92B01cBeA3F6345236a568a5D3966a9,1,186,3.6,0,0,1
0x1F9b90BBC1F09Da27aceD5e61715c5A90837fa49,1,186,3.6,0,0,1
0x1a44b165152Cd810308673109dE6E0d86E9F734F,1,186,3.6,0,0,1
0x1a7b483494eE3e3451e89Ed879d83f9Bfbb8Acef,1,186,3.6,0,0,1
0x1adB7adf05225bA92184882d5751188111F172eC,1,186,3.6,0,0,1
0x1b2262CcD0b826F94ccDd654323271e5420F2d77,1,186,3.6,0,0,1
0x1b32A1c16EC0cF294ddf8Fd3480Fe8365B58D401,1,186,3.6,0,0,1
0x1b3Dce7865aB4798AC149CB57DeC047858Ee3631,1,186,3.6,0,0,1
0x1b930426991011854FF9C56430b8ed90Fa158905,1,186,3.6,0,0,1
0x1bAcfbddCf4BDFDb5D6Ee023714E0f0b964B8E8b,1,186,3.6,0,0,1
0x1bEB871C3C0a4A85B7ae06520D75d550710c944C,1,186,3.6,0,0,1
0x1bFBDc5FF2B9f55c7686dD187DC9253c98671F26,1,186,3.6,0,0,1
0x1bb66c18E49299f5933ce9706D4341339220bc33,1,186,3.6,0,0,1
0x1bb7bCa836bC22613F6248cA4dF7CD4D331d3F7D,1,186,3.6,0,0,1
0x1c1E86D3Ce935C3659fCdB364ecf4FfDA816a291,1,186,3.6,0,0,1
0x1c2395647B423699d104a0F26E1A8754Fbc26b79,1,186,3.6,0,0,1
0x1c270798a239A0bcb28d42bC86c5CC2bFC7828ac,1,186,3.6,0,0,1
0x1c55e9fCDFC3e39E8BB906b290C1E4Bb010a0C25,1,186,3.6,0,0,1
0x1c6ea8556B5EFC26e70E5EAa6b0Eb4797b6BE849,1,186,3.6,0,0,1
0x1cA624158Ac4fF8529d605d8d9cDc506cc5A6b26,1,186,3.6,0,0,1
0x1cf995029907B2E595D317E2DBc82C9cC9c36478,1,186,3.6,0,0,1
0x1d6C3a41430bB6172c8005690Fbc9dFb0aAc5139,1,186,3.6,0,0,1
0x1dD80ec02beE71f543219406F46990F266b9C35b,1,186,3.6,0,0,1
0x1dE46DE959C05819e66cb52156C998Ca9e9aa4b8,1,186,3.6,0,0,1
0x1dcCa376a584130302eF6B9Ea5eFf6F8baD1c990,1,186,3.6,0,0,1
0x1e3eE652B2ccF7Dc99b2eBCf337c966627A6163C,1,186,3.6,0,0,1
0x1e5E320c82340A36C315eabce586d7dF83c3882B,1,186,3.6,0,0,1
0x1e8D3F7427b6EC806a7F885947CE88b87009E04f,1,186,3.6,0,0,1
0x1e9581B3E0591D11354F3006F4bF266A373D5691,1,186,3.6,0,0,1
0x1eF092610dFBAFb5D9de77d7000301581062F11E,1,186,3.6,0,0,1
0x1eFd3FFeAf6CbF2Aea4E7f88f47DcF029beF3b8f,1,186,3.6,0,0,1
0x1ee46D01B8317e3a2dA7d0EfAdBB30281fDee926,1,186,3.6,0,0,1
0x1f0a7C981B5a812a698EE8a8ad02bdE139507C2d,1,186,3.6,0,0,1
0x1f45d844F0cb5e0c1670738edfbd33cc80972e9d,1,186,3.6,0,0,1
0x1f55ab52983295d6512D4D40043E5AB62CC48254,1,186,3.6,0,0,1
0x1f59669D961652Cd783654afe020D6a3F62e0241,1,186,3.6,0,0,1
0x1fcc24EA305D819171a668D67513146E091951fA,1,186,3.6,0,0,1
0x1fdb712a1AD2d73F890fCBBf167503522b3Cb36A,1,186,3.6,0,0,1
0x20090968F4fa34435DBdb51664ce637420fD5906,1,186,3.6,0,0,1
0x200Ff369Ed76F526Fc173fe7E41B4125fb921f7f,1,186,3.6,0,0,1
0x203541C809747d76966319C541318a97068E6B07,1,186,3.6,0,0,1
0x204Bef9776D393B221fCf3082f2B333a633ed6A5,1,186,3.6,0,0,1
0x20681bBCFFe897d43D8765C197C26cdB003cF60e,1,186,3.6,0,0,1
0x209Daaf0889b5842CDdF3295fd1bBe164264ABA2,1,186,3.6,0,0,1
0x20D467a7F5d74C7E5684288849B08F781AD838D4,1,186,3.6,0,0,1
0x20E0BB9E855fa3C08487697D91d51b0578733db7,1,186,3.6,0,0,1
0x20c5b7D4f15fFCa367C07619324B51309CD849e9,1,186,3.6,0,0,1
0x20dE53bb00db8a94CC364c2FF87213fBC39045E9,1,186,3.6,0,0,1
0x20eF46112a780C0C09edf89751d462f6D08b26Dc,1,186,3.6,0,0,1
0x210A663871809cC77D211fb043E2E9f29155A050,1,186,3.6,0,0,1
0x21173170dEEe71A11Fd8a212419E3D4F020497C6,1,186,3.6,0,0,1
0x212245e4b052199D70e8070De29E63795ADc781b,1,186,3.6,0,0,1
0x21261Ad3DaddeFD940B73Eb219b140BAb41a7Eb8,1,186,3.6,0,0,1
0x213785BeDfFEf8693C703559F8CD37Fef6A84631,1,186,3.6,0,0,1
0x216E6376F80213C4690adcc6EC6D825EfdF79323,1,186,3.6,0,0,1
0x218CA679a462b3B0237e08a0901f7e8B727AdA35,1,186,3.6,0,0,1
0x218bEb5301604E4fC6609E05346a7023C2197C7D,1,186,3.6,0,0,1
